PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ROWAN SCORE,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
Scott Piercy,71.0,710,10,2017,69.46,1806,26,47.0,-0.083,-2.333,28.0,47.0,0.273,7.639,28.0,47.0,0.463,0.273,0.183,0.008,28.0,70.5,705.0,10.0,47.0,0.008,0.218,28.0,47.0,0.183,5.114,28.0,3.0,0.0,0.0,1.0,14785845.0,50.0,0.0,17.0,-3.8000000000000114
Jimmy Walker,71.0,497,7,2017,71.48,1501,21,36.0,0.115,2.977,26.0,36.0,-0.499,-12.977,26.0,36.0,0.115,-0.499,0.621,-0.007,26.0,71.83,431.0,6.0,36.0,-0.007,-0.185,26.0,36.0,0.621,16.148,26.0,1.0,0.0,0.0,0.0,22362156.0,24.0,-13.0,73.0,-3.5999999999999943
Hudson Swafford,71.22,641,9,2017,69.44,1736,25,42.0,0.29,8.708,30.0,42.0,0.735,22.045,30.0,42.0,0.407,0.735,0.17,-0.497,30.0,69.56,626.0,9.0,42.0,-0.497,-14.925,30.0,42.0,0.17,5.096,30.0,3.0,1.0,0.0,0.0,4258944.0,75.0,0.0,-37.0,8.790000000000006
Martin Kaymer,71.25,285,4,2017,69.5,556,8,19.0,0.586,7.032,12.0,19.0,0.537,6.439,12.0,19.0,0.982,0.537,0.342,0.103,12.0,71.5,286.0,4.0,19.0,0.103,1.242,12.0,19.0,0.342,4.105,12.0,1.0,0.0,0.0,0.0,0.0,44.0,-29.0,32.0,0.4800000000000182
Vijay Singh,71.33,214,3,2017,72.06,1225,17,21.0,-0.78,-10.926,14.0,21.0,-0.11,-1.544,14.0,21.0,-0.282,-0.11,-0.235,0.063,14.0,69.5,139.0,2.0,21.0,0.063,0.884,14.0,21.0,-0.235,-3.288,14.0,0.0,0.0,0.0,0.0,70588992.0,247.0,0.0,53.0,-1.5200000000000031
Billy Hurley III,71.38,571,8,2017,71.13,1636,23,36.0,0.332,8.954,27.0,36.0,-0.462,-12.462,27.0,36.0,-0.253,-0.462,0.054,0.155,27.0,70.0,420.0,6.0,36.0,0.155,4.182,27.0,36.0,0.054,1.455,27.0,0.0,0.0,0.0,0.0,4341320.0,137.0,0.0,47.0,-1.6499999999999986
Kevin Chappell,71.43,500,7,2017,71.38,1499,21,37.0,-1.012,-22.265,22.0,37.0,0.204,4.495,22.0,37.0,0.257,0.204,-0.009,0.061,22.0,72.71,509.0,7.0,37.0,0.061,1.349,22.0,37.0,-0.009,-0.192,22.0,0.0,0.0,0.0,0.0,11218947.0,43.0,-28.0,35.0,-1.3400000000000034
Jason Dufner,71.5,429,6,2017,69.13,1037,15,29.0,0.449,10.781,24.0,29.0,0.204,4.905,24.0,29.0,0.648,0.204,0.294,0.15,24.0,70.0,420.0,6.0,29.0,0.15,3.59,24.0,29.0,0.294,7.046,24.0,0.0,0.0,0.0,0.0,21777522.0,66.0,-12.0,8.0,3.680000000000007
Søren Kjeldsen,72.4,362,5,2017,71.88,1222,17,30.0,0.484,8.715,18.0,30.0,-0.414,-7.446,18.0,30.0,-0.348,-0.414,-0.074,0.139,18.0,68.25,273.0,4.0,30.0,0.139,2.503,18.0,30.0,-0.074,-1.325,18.0,1.0,0.0,0.0,0.0,1654741.0,62.0,-8.0,34.0,10.180000000000007
Matt Fitzpatrick,72.5,290,4,2017,70.0,560,8,19.0,1.145,13.741,12.0,19.0,-0.695,-8.336,12.0,19.0,-0.577,-0.695,0.089,0.029,12.0,70.5,282.0,4.0,19.0,0.029,0.343,12.0,19.0,0.089,1.07,12.0,0.0,0.0,0.0,0.0,0.0,31.0,-14.0,29.0,-0.9300000000000068
Roberto Castro,72.71,509,7,2017,71.05,1563,22,32.0,-0.464,-10.197,22.0,32.0,0.15,3.311,22.0,32.0,0.393,0.15,0.371,-0.129,22.0,70.4,352.0,5.0,32.0,-0.129,-2.841,22.0,32.0,0.371,8.164,22.0,0.0,0.0,0.0,0.0,6450802.0,86.0,0.0,42.0,-2.6899999999999977
Jeunghun Wang,72.75,291,4,2017,73.25,586,8,19.0,0.744,5.952,8.0,19.0,-0.702,-5.612,8.0,19.0,-1.692,-0.702,-0.401,-0.59,8.0,71.0,284.0,4.0,19.0,-0.59,-4.716,8.0,19.0,-0.401,-3.206,8.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,33.0,-1.960000000000008
Bubba Watson,72.75,291,4,2017,72.15,938,13,25.0,-0.64,-10.887,17.0,25.0,0.894,15.203,17.0,25.0,0.23,0.894,-0.15,-0.515,17.0,70.75,283.0,4.0,25.0,-0.515,-8.75,17.0,25.0,-0.15,-2.546,17.0,1.0,0.0,0.0,0.0,35809788.0,19.0,0.0,54.0,-0.6699999999999875
Ernie Els,73.0,146,2,2017,71.78,1292,18,22.0,0.214,3.217,15.0,22.0,-0.583,-8.748,15.0,22.0,-1.116,-0.583,-0.561,0.028,15.0,73.5,147.0,2.0,22.0,0.028,0.421,15.0,22.0,-0.561,-8.411,15.0,0.0,0.0,0.0,0.0,48784651.0,410.0,-5.0,43.0,-0.8200000000000003
Rod Pampling,73.33,440,6,2017,71.19,1495,21,31.0,-0.459,-12.85,28.0,31.0,-0.115,-3.216,28.0,31.0,0.344,-0.115,0.154,0.305,28.0,68.6,343.0,5.0,31.0,0.305,8.543,28.0,31.0,0.154,4.318,28.0,1.0,1.0,0.0,0.0,15530140.0,142.0,0.0,39.0,-1.7899999999999991
Si Woo Kim,73.67,442,6,2017,73.42,1762,24,37.0,-0.621,-14.288,23.0,37.0,-1.247,-28.688,23.0,37.0,-2.163,-1.247,-1.233,0.317,23.0,72.8,364.0,5.0,37.0,0.317,7.287,23.0,37.0,-1.233,-28.352,23.0,1.0,0.0,0.0,0.0,3483448.0,69.0,0.0,50.0,-0.009999999999990905
Jason Day,73.75,295,4,2017,70.45,775,11,21.0,-0.218,-3.264,15.0,21.0,0.337,5.054,15.0,21.0,0.572,0.337,-0.304,0.539,15.0,69.5,278.0,4.0,21.0,0.539,8.082,15.0,21.0,-0.304,-4.555,15.0,1.0,0.0,0.0,0.0,35617942.0,3.0,-18.0,24.0,-15.120000000000005
Dustin Johnson,67.2,336,5,2018,67.91,747,11,23.0,0.669,9.37,14.0,23.0,1.114,15.598,14.0,23.0,1.828,1.114,0.3,0.414,14.0,71.2,356.0,5.0,23.0,0.414,5.793,14.0,23.0,0.3,4.198,14.0,4.0,1.0,2.0,0.0,50593604.0,1.0,-28.0,27.0,-18.870000000000005
Justin Thomas,68.13,545,8,2018,69.69,1115,16,39.0,0.451,10.83,24.0,39.0,0.523,12.542,24.0,39.0,1.667,0.523,0.965,0.18,24.0,67.75,542.0,8.0,39.0,0.18,4.311,24.0,39.0,0.965,23.156,24.0,5.0,2.0,1.0,0.0,21547526.0,2.0,-21.0,16.0,9.269999999999982
"Ted Potter, Jr.",68.4,342,5,2018,71.86,2012,28,35.0,-0.197,-5.325,27.0,35.0,-0.152,-4.115,27.0,35.0,-0.454,-0.152,-0.427,0.125,27.0,73.0,292.0,4.0,35.0,0.125,3.362,27.0,35.0,-0.427,-11.517,27.0,1.0,1.0,0.0,0.0,4137082.0,80.0,0.0,43.0,-1.039999999999992
Kevin Kisner,68.5,411,6,2018,70.28,1265,18,34.0,0.82,18.046,22.0,34.0,-0.131,-2.878,22.0,34.0,-0.608,-0.131,-0.366,-0.11,22.0,71.4,357.0,5.0,34.0,-0.11,-2.431,22.0,34.0,-0.366,-8.06,22.0,2.0,0.0,1.0,0.0,14900098.0,25.0,-14.0,20.0,38.97
Tiger Woods,68.75,275,4,2018,71.0,710,10,18.0,0.739,12.558,17.0,18.0,-0.174,-2.957,17.0,18.0,1.082,-0.174,0.727,0.528,17.0,70.25,281.0,4.0,18.0,0.528,8.983,17.0,18.0,0.727,12.363,17.0,2.0,0.0,1.0,0.0,111182697.0,103.0,-17.0,28.0,-0.25
Austin Cook,69.0,828,12,2018,69.96,1819,26,47.0,0.557,21.164,38.0,47.0,0.179,6.813,38.0,47.0,0.292,0.179,-0.112,0.225,38.0,70.82,779.0,11.0,47.0,0.225,8.549,38.0,47.0,-0.112,-4.269,38.0,1.0,1.0,0.0,0.0,2250392.0,111.0,0.0,15.0,-1.5600000000000023
Webb Simpson,69.0,483,7,2018,69.63,1323,19,35.0,0.795,23.053,29.0,35.0,0.014,0.408,29.0,35.0,0.704,0.014,0.543,0.147,29.0,69.29,485.0,7.0,35.0,0.147,4.264,29.0,35.0,0.543,15.75,29.0,3.0,0.0,0.0,0.0,26247668.0,41.0,-31.0,25.0,-0.960000000000008
Rickie Fowler,69.17,415,6,2018,69.06,1105,16,28.0,0.049,1.135,23.0,28.0,0.325,7.468,23.0,28.0,0.922,0.325,0.513,0.084,23.0,72.0,432.0,6.0,28.0,0.084,1.932,23.0,28.0,0.513,11.805,23.0,2.0,0.0,1.0,0.0,31208281.0,8.0,-48.0,9.0,-8.050000000000011
Jordan Spieth,69.17,415,6,2018,69.88,1188,17,31.0,-0.42,-10.919,26.0,31.0,0.579,15.044,26.0,31.0,1.829,0.579,0.845,0.406,26.0,68.17,409.0,6.0,31.0,0.406,10.552,26.0,31.0,0.845,21.964,26.0,3.0,0.0,0.0,1.0,36375582.0,4.0,-46.0,-123.0,6.740000000000009
Tommy Fleetwood,69.2,346,5,2018,70.8,708,10,23.0,-0.001,-0.012,16.0,23.0,0.93,14.874,16.0,23.0,1.68,0.93,0.305,0.446,16.0,69.6,348.0,5.0,23.0,0.446,7.13,16.0,23.0,0.305,4.876,16.0,1.0,0.0,0.0,0.0,1700423.0,12.0,-23.0,18.0,-2.329999999999984
Brian Harman,69.22,623,9,2018,69.19,1453,21,42.0,0.847,22.012,26.0,42.0,0.343,8.922,26.0,42.0,0.729,0.343,0.245,0.141,26.0,70.78,637.0,9.0,42.0,0.141,3.656,26.0,42.0,0.245,6.377,26.0,7.0,0.0,0.0,1.0,13791083.0,23.0,-17.0,3.0,3.4599999999999795
Patton Kizzire,69.22,623,9,2018,69.84,1746,25,45.0,0.625,21.868,35.0,45.0,0.091,3.186,35.0,45.0,0.268,0.091,0.358,-0.181,35.0,68.44,616.0,9.0,45.0,-0.181,-6.318,35.0,45.0,0.358,12.52,35.0,4.0,2.0,0.0,0.0,5769551.0,52.0,0.0,12.0,0.030000000000001137
Jon Rahm,69.29,485,7,2018,68.56,1097,16,31.0,0.491,9.331,19.0,31.0,1.036,19.689,19.0,31.0,0.966,1.036,-0.161,0.091,19.0,72.0,504.0,7.0,31.0,0.091,1.724,19.0,31.0,-0.161,-3.05,19.0,2.0,1.0,1.0,0.0,9386980.0,3.0,-46.0,26.0,-7.860000000000014
Tyrrell Hatton,69.33,208,3,2018,70.75,566,8,18.0,0.894,8.941,10.0,18.0,0.466,4.657,10.0,18.0,-0.079,0.466,-0.598,0.054,10.0,72.0,216.0,3.0,18.0,0.054,0.537,10.0,18.0,-0.598,-5.978,10.0,2.0,0.0,0.0,1.0,2229205.0,17.0,-13.0,20.0,0.6700000000000159
Paul Casey,69.57,487,7,2018,70.4,1056,15,31.0,0.083,1.168,14.0,31.0,0.526,7.368,14.0,31.0,1.84,0.526,0.864,0.45,14.0,68.71,481.0,7.0,31.0,0.45,6.293,14.0,31.0,0.864,12.1,14.0,3.0,1.0,0.0,0.0,24077995.0,13.0,-42.0,19.0,-3.509999999999991
Gary Woodland,69.7,697,10,2018,70.74,1627,23,44.0,0.488,12.685,26.0,44.0,0.682,17.725,26.0,44.0,0.882,0.682,0.428,-0.228,26.0,69.78,628.0,9.0,44.0,-0.228,-5.916,26.0,44.0,0.428,11.128,26.0,2.0,1.0,0.0,0.0,18820269.0,32.0,0.0,21.0,-1.549999999999983
Alex Noren,69.71,488,7,2018,70.14,982,14,35.0,0.648,14.901,23.0,35.0,0.468,10.761,23.0,35.0,1.244,0.468,0.813,-0.037,23.0,69.0,483.0,7.0,35.0,-0.037,-0.841,23.0,35.0,0.813,18.7,23.0,3.0,0.0,1.0,2.0,3163126.0,15.0,0.0,22.0,21.710000000000008
Chez Reavie,69.82,768,11,2018,69.82,1955,28,51.0,-0.107,-2.996,28.0,51.0,0.349,9.781,28.0,51.0,1.068,0.349,0.62,0.099,28.0,69.73,767.0,11.0,51.0,0.099,2.762,28.0,51.0,0.62,17.35,28.0,2.0,0.0,2.0,0.0,10804972.0,47.0,-7.0,49.0,1.0
Ryan Moore,69.83,419,6,2018,70.06,1121,16,28.0,0.255,6.117,24.0,28.0,0.249,5.964,24.0,28.0,0.742,0.249,0.081,0.413,24.0,71.5,429.0,6.0,28.0,0.413,9.909,24.0,28.0,0.081,1.936,24.0,3.0,0.0,0.0,0.0,27529082.0,66.0,-13.0,38.0,-4.070000000000007
Justin Rose,69.83,419,6,2018,69.42,833,12,24.0,0.698,13.26,19.0,24.0,0.56,10.637,19.0,24.0,0.905,0.56,0.169,0.176,19.0,69.83,419.0,6.0,24.0,0.176,3.345,19.0,24.0,0.169,3.213,19.0,4.0,1.0,0.0,1.0,43792365.0,5.0,-24.0,20.0,-10.46999999999997
Brendan Steele,69.88,559,8,2018,69.18,1176,17,35.0,0.02,0.511,25.0,35.0,0.869,21.715,25.0,35.0,1.254,0.869,0.471,-0.086,25.0,70.38,563.0,8.0,35.0,-0.086,-2.15,25.0,35.0,0.471,11.784,25.0,2.0,1.0,0.0,1.0,13471428.0,40.0,0.0,11.0,0.5700000000000074
Jason Day,70.0,350,5,2018,69.91,769,11,23.0,1.386,12.473,9.0,23.0,0.47,4.23,9.0,23.0,0.274,0.47,-0.516,0.32,9.0,70.2,351.0,5.0,23.0,0.32,2.876,9.0,23.0,-0.516,-4.643,9.0,2.0,1.0,1.0,0.0,40272953.0,11.0,-20.0,28.0,-8.280000000000001
Sergio Garcia,70.0,210,3,2018,69.5,417,6,16.0,-0.082,-0.985,12.0,16.0,0.711,8.534,12.0,16.0,2.034,0.711,1.349,-0.026,12.0,68.67,206.0,3.0,16.0,-0.026,-0.308,12.0,16.0,1.349,16.183,12.0,3.0,0.0,0.0,0.0,47952884.0,9.0,0.0,-455.58855799373043,-0.29000000000002046
Charley Hoffman,70.0,420,6,2018,70.61,1271,18,33.0,-0.074,-1.92,26.0,33.0,0.274,7.12,26.0,33.0,0.796,0.274,0.438,0.084,26.0,71.67,430.0,6.0,33.0,0.084,2.195,26.0,33.0,0.438,11.378,26.0,0.0,0.0,0.0,0.0,25590482.0,28.0,-28.0,40.0,-2.8499999999999943
Zach Johnson,70.0,560,8,2018,69.06,1174,17,35.0,0.076,1.904,25.0,35.0,0.119,2.965,25.0,35.0,1.173,0.119,0.816,0.239,25.0,69.25,554.0,8.0,35.0,0.239,5.975,25.0,35.0,0.816,20.388,25.0,1.0,0.0,0.0,0.0,43296713.0,56.0,-7.0,8.0,-1.8100000000000023
Adam Scott,70.0,490,7,2018,72.2,1083,15,27.0,-0.595,-10.118,17.0,27.0,0.525,8.93,17.0,27.0,1.633,0.525,0.71,0.398,17.0,71.33,428.0,6.0,27.0,0.398,6.763,17.0,27.0,0.71,12.063,17.0,0.0,0.0,0.0,0.0,47229313.0,60.0,-15.0,35.0,-4.609999999999999
Bryson DeChambeau,70.13,561,8,2018,70.05,1401,20,35.0,-0.079,-2.22,28.0,35.0,0.694,19.434,28.0,35.0,1.279,0.694,0.507,0.078,28.0,70.25,562.0,8.0,35.0,0.078,2.181,28.0,35.0,0.507,14.182,28.0,3.0,0.0,1.0,0.0,4009262.0,63.0,-9.0,24.0,-2.230000000000004
Cameron Smith,70.13,561,8,2018,69.83,1257,18,39.0,0.118,2.96,25.0,39.0,0.029,0.735,25.0,39.0,0.723,0.029,0.348,0.346,25.0,70.25,562.0,8.0,39.0,0.346,8.641,25.0,39.0,0.348,8.698,25.0,4.0,0.0,0.0,1.0,5314351.0,45.0,-36.0,14.0,11.439999999999998
Hideki Matsuyama,70.2,351,5,2018,70.73,778,11,24.0,0.231,2.771,12.0,24.0,-0.07,-0.844,12.0,24.0,1.303,-0.07,0.663,0.71,12.0,70.4,352.0,5.0,24.0,0.71,8.518,12.0,24.0,0.663,7.958,12.0,2.0,0.0,0.0,0.0,20685771.0,6.0,-19.0,17.0,-11.329999999999984
Matt Kuchar,70.25,562,8,2018,70.35,1196,17,36.0,0.609,15.224,25.0,36.0,-0.109,-2.737,25.0,36.0,-0.096,-0.109,0.12,-0.106,25.0,70.75,566.0,8.0,36.0,-0.106,-2.653,25.0,36.0,0.12,2.993,25.0,3.0,0.0,0.0,0.0,42827943.0,20.0,-9.0,-4.0,4.650000000000006
Kyle Stanley,70.25,562,8,2018,70.0,1400,20,41.0,0.2,4.607,23.0,41.0,0.502,11.535,23.0,41.0,0.156,0.502,-0.024,-0.322,23.0,72.5,580.0,8.0,41.0,-0.322,-7.413,23.0,41.0,-0.024,-0.541,23.0,3.0,0.0,0.0,0.0,11469404.0,44.0,-5.0,6.0,11.050000000000011
Pat Perez,70.38,563,8,2018,69.12,1175,17,35.0,0.454,6.358,14.0,35.0,0.139,1.942,14.0,35.0,0.479,0.139,0.362,-0.022,14.0,70.38,563.0,8.0,35.0,-0.022,-0.308,14.0,35.0,0.362,5.063,14.0,3.0,1.0,0.0,0.0,23671299.0,21.0,0.0,0.0,-3.2700000000000102
Jason Dufner,70.43,493,7,2018,70.12,1192,17,33.0,0.28,6.722,24.0,33.0,0.093,2.227,24.0,33.0,0.116,0.093,0.049,-0.026,24.0,72.71,509.0,7.0,33.0,-0.026,-0.622,24.0,33.0,0.049,1.18,24.0,0.0,0.0,0.0,0.0,24948994.0,49.0,0.0,167.0,0.47999999999998977
Tony Finau,70.44,634,9,2018,69.59,1531,22,43.0,-0.115,-3.565,31.0,43.0,0.494,15.318,31.0,43.0,1.451,0.494,0.691,0.266,31.0,70.56,635.0,9.0,43.0,0.266,8.25,31.0,43.0,0.691,21.409,31.0,3.0,0.0,2.0,0.0,8901000.0,34.0,-33.0,39.0,2.8600000000000136
Phil Mickelson,70.44,634,9,2018,69.45,1389,20,38.0,1.172,30.473,26.0,38.0,-0.223,-5.789,26.0,38.0,0.979,-0.223,1.016,0.186,26.0,68.5,548.0,8.0,38.0,0.186,4.832,26.0,38.0,1.016,26.406,26.0,5.0,1.0,1.0,1.0,86889213.0,18.0,-27.0,-7.0,1.990000000000009
Kevin Chappell,70.5,564,8,2018,70.1,1402,20,37.0,-0.177,-4.955,28.0,37.0,0.934,26.15,28.0,37.0,1.593,0.934,0.592,0.067,28.0,68.38,547.0,8.0,37.0,0.067,1.864,28.0,37.0,0.592,16.577,28.0,3.0,0.0,0.0,0.0,15144615.0,39.0,0.0,19.0,-3.6299999999999955
Ian Poulter,70.6,353,5,2018,71.43,1000,14,29.0,-0.238,-3.813,16.0,29.0,0.355,5.685,16.0,29.0,0.835,0.355,0.687,-0.207,16.0,70.4,352.0,5.0,29.0,-0.207,-3.315,16.0,29.0,0.687,10.99,16.0,2.0,1.0,0.0,0.0,21900539.0,29.0,-17.0,-143.0,59.349999999999994
Marc Leishman,70.63,565,8,2018,70.11,1262,18,37.0,0.067,1.683,25.0,37.0,-0.034,-0.855,25.0,37.0,0.783,-0.034,0.446,0.371,25.0,70.25,562.0,8.0,37.0,0.371,9.269,25.0,37.0,0.446,11.15,25.0,4.0,0.0,1.0,0.0,21219582.0,16.0,-25.0,28.0,-5.910000000000025
Xander Schauffele,70.63,565,8,2018,69.89,1258,18,37.0,0.19,3.997,21.0,37.0,0.697,14.641,21.0,37.0,0.825,0.697,0.237,-0.109,21.0,71.75,574.0,8.0,37.0,-0.109,-2.295,21.0,37.0,0.237,4.983,21.0,2.0,0.0,0.0,1.0,5396997.0,26.0,-6.0,43.0,0.14000000000001478
Patrick Cantlay,70.71,495,7,2018,70.13,1052,15,31.0,0.107,2.249,21.0,31.0,0.671,14.088,21.0,31.0,1.064,0.671,0.327,0.066,21.0,70.57,494.0,7.0,31.0,0.066,1.386,21.0,31.0,0.327,6.865,21.0,2.0,1.0,0.0,0.0,4434998.0,35.0,0.0,28.0,1.990000000000009
Rafa Cabrera Bello,70.86,496,7,2018,69.76,1186,17,33.0,0.019,0.298,16.0,33.0,0.057,0.906,16.0,33.0,1.055,0.057,0.901,0.097,16.0,70.0,490.0,7.0,33.0,0.097,1.555,16.0,33.0,0.901,14.414,16.0,3.0,0.0,0.0,1.0,4472443.0,22.0,-8.0,104.0,-4.3799999999999955
Daniel Berger,70.88,567,8,2018,70.11,1262,18,37.0,0.47,12.221,26.0,37.0,0.365,9.477,26.0,37.0,0.585,0.365,0.086,0.134,26.0,70.38,563.0,8.0,37.0,0.134,3.493,26.0,37.0,0.086,2.246,26.0,0.0,0.0,0.0,0.0,11473887.0,37.0,-12.0,-25.0,-2.9099999999999966
Francesco Molinari,71.0,355,5,2018,71.5,858,12,25.0,-0.571,-9.703,17.0,25.0,0.929,15.788,17.0,25.0,1.18,0.929,-0.011,0.262,17.0,70.8,354.0,5.0,25.0,0.262,4.461,17.0,25.0,-0.011,-0.192,17.0,0.0,0.0,0.0,0.0,7427754.0,27.0,-19.0,40.0,-2.049999999999983
Bubba Watson,71.13,569,8,2018,69.39,1249,18,38.0,0.137,3.565,26.0,38.0,0.906,23.543,26.0,38.0,0.698,0.906,0.303,-0.511,26.0,71.29,499.0,7.0,38.0,-0.511,-13.292,26.0,38.0,0.303,7.89,26.0,3.0,2.0,0.0,0.0,39936543.0,19.0,-35.0,35.0,71.56
Branden Grace,71.14,498,7,2018,70.4,1056,15,31.0,0.876,12.26,14.0,31.0,0.284,3.971,14.0,31.0,0.405,0.284,-0.037,0.158,14.0,70.0,490.0,7.0,31.0,0.158,2.21,14.0,31.0,-0.037,-0.512,14.0,1.0,0.0,0.0,0.0,6778842.0,33.0,-25.0,26.0,-4.549999999999983
Haotong Li,71.2,356,5,2018,73.1,731,10,23.0,-0.812,-9.745,12.0,23.0,0.109,1.305,12.0,23.0,-0.547,0.109,0.159,-0.815,12.0,72.2,361.0,5.0,23.0,-0.815,-9.779,12.0,23.0,0.159,1.907,12.0,0.0,0.0,0.0,0.0,0.0,42.0,-8.0,56.0,-3.4799999999999898
Rory McIlroy,71.25,285,4,2018,71.27,784,11,20.0,0.59,8.848,15.0,20.0,0.593,8.899,15.0,20.0,0.806,0.593,0.11,0.103,15.0,68.0,204.0,3.0,20.0,0.103,1.541,15.0,20.0,0.11,1.645,15.0,1.0,1.0,0.0,0.0,38284065.0,7.0,-31.0,30.0,-7.769999999999982
Louis Oosthuizen,71.33,214,3,2018,70.5,564,8,18.0,-0.395,-5.534,14.0,18.0,0.837,11.713,14.0,18.0,0.73,0.837,-0.162,0.055,14.0,72.67,218.0,3.0,18.0,0.055,0.767,14.0,18.0,-0.162,-2.264,14.0,1.0,0.0,0.0,0.0,16109635.0,31.0,-23.0,30.0,2.680000000000007
Jhonattan Vegas,71.33,642,9,2018,70.35,1618,23,42.0,-0.421,-8.429,20.0,42.0,0.051,1.022,20.0,42.0,0.544,0.051,0.379,0.114,20.0,73.0,584.0,8.0,42.0,0.114,2.272,20.0,42.0,0.379,7.577,20.0,1.0,0.0,0.0,0.0,10002173.0,54.0,-11.0,70.0,-2.9799999999999898
Patrick Reed,71.56,644,9,2018,70.29,1687,24,42.0,0.163,3.755,23.0,42.0,0.089,2.051,23.0,42.0,1.076,0.089,0.377,0.611,23.0,70.29,492.0,7.0,42.0,0.611,14.042,23.0,42.0,0.377,8.66,23.0,3.0,0.0,1.0,0.0,20108933.0,24.0,-49.0,14.0,1.6100000000000136
Wesley Bryan,71.83,431,6,2018,71.47,1358,19,30.0,0.666,10.653,16.0,30.0,-2.168,-34.687,16.0,30.0,-1.745,-2.168,0.312,0.111,16.0,71.5,429.0,6.0,30.0,0.111,1.778,16.0,30.0,0.312,4.991,16.0,0.0,0.0,0.0,0.0,2917663.0,92.0,0.0,44.0,-3.3500000000000085
Charl Schwartzel,72.17,433,6,2018,71.57,1002,14,29.0,-0.041,-0.569,14.0,29.0,-0.225,-3.155,14.0,29.0,-0.757,-0.225,-0.301,-0.231,14.0,73.5,441.0,6.0,29.0,-0.231,-3.237,14.0,29.0,-0.301,-4.212,14.0,0.0,0.0,0.0,0.0,15549065.0,58.0,0.0,37.0,-2.3900000000000006
Adam Hadwin,72.2,722,10,2018,70.38,1478,21,43.0,-0.105,-2.635,25.0,43.0,-0.052,-1.311,25.0,43.0,1.1,-0.052,0.63,0.523,25.0,70.1,701.0,10.0,43.0,0.523,13.079,25.0,43.0,0.63,15.743,25.0,3.0,0.0,0.0,1.0,7095615.0,43.0,-12.0,25.0,0.8699999999999761
Thomas Pieters,72.43,507,7,2018,70.5,987,14,31.0,-0.036,-0.577,16.0,31.0,-0.327,-5.228,16.0,31.0,0.191,-0.327,0.706,-0.188,16.0,73.43,514.0,7.0,31.0,-0.188,-3.008,16.0,31.0,0.706,11.292,16.0,0.0,0.0,0.0,0.0,1622426.0,46.0,0.0,-68.0,-3.030000000000001
Billy Horschel,72.6,363,5,2018,71.39,1285,18,26.0,-0.046,-1.064,23.0,26.0,0.332,7.63,23.0,26.0,0.147,0.332,-0.005,-0.18,23.0,72.75,291.0,4.0,26.0,-0.18,-4.142,23.0,26.0,-0.005,-0.106,23.0,0.0,0.0,0.0,0.0,15720924.0,85.0,0.0,29.0,-3.339999999999989
Si Woo Kim,72.78,655,9,2018,71.67,1720,24,46.0,-1.005,-24.127,24.0,46.0,0.497,11.931,24.0,46.0,0.616,0.497,-0.074,0.193,24.0,71.22,641.0,9.0,46.0,0.193,4.624,24.0,46.0,-0.074,-1.77,24.0,3.0,0.0,0.0,1.0,6748993.0,51.0,-21.0,36.0,4.0
Russell Henley,73.29,513,7,2018,70.21,1334,19,35.0,0.201,4.428,22.0,35.0,0.017,0.379,22.0,35.0,0.065,0.017,0.536,-0.487,22.0,70.71,495.0,7.0,35.0,-0.487,-10.722,22.0,35.0,0.536,11.782,22.0,1.0,0.0,0.0,0.0,12047792.0,53.0,-28.0,-42.0,4.840000000000003
